student,neighbourhood,schooldist,hoodname,age,sex,smoking_at_home,smoking_parents,smoking_siblings,alcohol,cannabis,tobacco,money,romantic,wave,friend_1,friend_2,friend_3,friend_4,friend_5,friend_6,bestfriend,bfperiod,bfwave
s122,1,0.9,Neighbourhood A,13.7,boy,yes,yes,no,4 once a week,2 tried once,1 none,10,no,t3,s092,s042,s110,s150,NA,NA,s150,to,t2
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,1 none,2 occasional,20,no,t1,s107,s114,NA,NA,NA,NA,s107,from,t1
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,3 once a month,1 none,1 none,5,no,t2,s107,s052,s065,s087,NA,NA,s107,from,t1
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,3 occasional,3 regular,30.35,yes,t3,s114,s006,NA,NA,NA,NA,s107,from,t1
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,1 none,2 occasional,20,no,t1,s107,s114,NA,NA,NA,NA,s107,to,t2
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,3 once a month,1 none,1 none,5,no,t2,s107,s052,s065,s087,NA,NA,s107,to,t2
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,3 occasional,3 regular,30.35,yes,t3,s114,s006,NA,NA,NA,NA,s107,to,t2
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,1 none,2 occasional,20,no,t1,s107,s114,NA,NA,NA,NA,s114,from,t3
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,3 once a month,1 none,1 none,5,no,t2,s107,s052,s065,s087,NA,NA,s114,from,t3
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,3 occasional,3 regular,30.35,yes,t3,s114,s006,NA,NA,NA,NA,s114,from,t3
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,1 none,2 occasional,20,no,t1,s107,s114,NA,NA,NA,NA,s114,to,t3
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,3 once a month,1 none,1 none,5,no,t2,s107,s052,s065,s087,NA,NA,s114,to,t3
s123,1,0.9,Neighbourhood A,13.2,girl,no,no,no,4 once a week,3 occasional,3 regular,30.35,yes,t3,s114,s006,NA,NA,NA,NA,s114,to,t3
s125,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,NA,1 none,1 none,12.5,yes,t1,s066,s115,s119,NA,NA,NA,s066,from,t1
s125,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,NA,1 none,1 none,16.5,no,t2,s066,s063,s115,NA,NA,NA,s066,from,t1
s125,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,2 once or twice a year,1 none,1 none,20,no,t3,s066,s073,s115,s117,NA,NA,s066,from,t1
s125,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,NA,1 none,1 none,12.5,yes,t1,s066,s115,s119,NA,NA,NA,s066,to,t3
s125,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,NA,1 none,1 none,16.5,no,t2,s066,s063,s115,NA,NA,NA,s066,to,t3
s125,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,2 once or twice a year,1 none,1 none,20,no,t3,s066,s073,s115,s117,NA,NA,s066,to,t3
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,4 once a week,3 occasional,3 regular,15.5,no,t1,s016,s131,s120,NA,NA,NA,s016,from,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,25,yes,t2,s034,s072,NA,NA,NA,NA,s016,from,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,30,no,t3,s131,s016,s078,s154,s157,NA,s016,from,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,4 once a week,3 occasional,3 regular,15.5,no,t1,s016,s131,s120,NA,NA,NA,s016,to,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,25,yes,t2,s034,s072,NA,NA,NA,NA,s016,to,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,30,no,t3,s131,s016,s078,s154,s157,NA,s016,to,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,4 once a week,3 occasional,3 regular,15.5,no,t1,s016,s131,s120,NA,NA,NA,s131,from,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,25,yes,t2,s034,s072,NA,NA,NA,NA,s131,from,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,30,no,t3,s131,s016,s078,s154,s157,NA,s131,from,t1
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,4 once a week,3 occasional,3 regular,15.5,no,t1,s016,s131,s120,NA,NA,NA,s131,to,t3
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,25,yes,t2,s034,s072,NA,NA,NA,NA,s131,to,t3
s126,2,2.26,Neighbourhood B,13.7,girl,no,no,no,5 more than once a week,3 occasional,3 regular,30,no,t3,s131,s016,s078,s154,s157,NA,s131,to,t3
s127,3,3.69,Neighbourhood C,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,5,yes,t1,s118,s059,s115,s135,NA,NA,s118,from,t1
s127,3,3.69,Neighbourhood C,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,8,no,t2,s118,s004,s008,s039,NA,NA,s118,from,t1
s127,3,3.69,Neighbourhood C,13.5,girl,yes,yes,no,4 once a week,2 tried once,1 none,10,yes,t3,s118,s004,s039,NA,NA,NA,s118,from,t1
s127,3,3.69,Neighbourhood C,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,5,yes,t1,s118,s059,s115,s135,NA,NA,s118,to,t3
s127,3,3.69,Neighbourhood C,13.5,girl,yes,yes,no,2 once or twice a year,1 none,1 none,8,no,t2,s118,s004,s008,s039,NA,NA,s118,to,t3
s127,3,3.69,Neighbourhood C,13.5,girl,yes,yes,no,4 once a week,2 tried once,1 none,10,yes,t3,s118,s004,s039,NA,NA,NA,s118,to,t3
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,2 occasional,20,no,t1,s016,s101,s120,s126,NA,NA,s016,from,t2
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t2,s016,s041,s044,s058,s067,NA,s016,from,t2
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t3,s126,s016,s041,s072,s157,NA,s016,from,t2
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,2 occasional,20,no,t1,s016,s101,s120,s126,NA,NA,s016,to,t2
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t2,s016,s041,s044,s058,s067,NA,s016,to,t2
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t3,s126,s016,s041,s072,s157,NA,s016,to,t2
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,2 occasional,20,no,t1,s016,s101,s120,s126,NA,NA,s126,from,t3
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t2,s016,s041,s044,s058,s067,NA,s126,from,t3
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t3,s126,s016,s041,s072,s157,NA,s126,from,t3
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,2 occasional,20,no,t1,s016,s101,s120,s126,NA,NA,s126,to,t3
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t2,s016,s041,s044,s058,s067,NA,s126,to,t3
s131,2,2.26,Neighbourhood B,12.9,girl,yes,yes,no,5 more than once a week,3 occasional,1 none,20,yes,t3,s126,s016,s041,s072,s157,NA,s126,to,t3
s132,1,0.9,Neighbourhood A,13.3,girl,yes,yes,yes,NA,1 none,1 none,5,no,t1,s121,s134,s139,NA,NA,NA,s121,from,t1
s132,1,0.9,Neighbourhood A,13.3,girl,yes,yes,yes,NA,1 none,1 none,7.5,no,t2,s121,s134,s139,NA,NA,NA,s121,from,t1
s132,1,0.9,Neighbourhood A,13.3,girl,yes,yes,yes,2 once or twice a year,1 none,1 none,8,no,t3,s121,s015,s118,s134,s139,NA,s121,from,t1
s132,1,0.9,Neighbourhood A,13.3,girl,yes,yes,yes,NA,1 none,1 none,5,no,t1,s121,s134,s139,NA,NA,NA,s121,to,t3
s132,1,0.9,Neighbourhood A,13.3,girl,yes,yes,yes,NA,1 none,1 none,7.5,no,t2,s121,s134,s139,NA,NA,NA,s121,to,t3
s132,1,0.9,Neighbourhood A,13.3,girl,yes,yes,yes,2 once or twice a year,1 none,1 none,8,no,t3,s121,s015,s118,s134,s139,NA,s121,to,t3
s133,4,NA,NA,13.1,girl,no,no,no,4 once a week,2 tried once,1 none,20,yes,t1,s046,s060,s099,s104,s115,NA,s046,from,t1
s133,4,NA,NA,13.1,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s046,from,t1
s133,4,NA,NA,13.1,girl,no,no,no,NA,NA,NA,-1,NA,t2,NA,NA,NA,NA,NA,NA,s046,from,t1
s133,4,NA,NA,13.1,girl,no,no,no,4 once a week,2 tried once,1 none,20,yes,t1,s046,s060,s099,s104,s115,NA,s046,to,t1
s133,4,NA,NA,13.1,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s046,to,t1
s133,4,NA,NA,13.1,girl,no,no,no,NA,NA,NA,-1,NA,t2,NA,NA,NA,NA,NA,NA,s046,to,t1
s135,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,3 once a month,1 none,1 none,10,no,t1,s059,s127,NA,NA,NA,NA,s059,from,t2
s135,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t2,s059,s118,s127,NA,NA,NA,s059,from,t2
s135,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,3 once a month,1 none,1 none,10,NA,t3,s059,NA,NA,NA,NA,NA,s059,from,t2
s135,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,3 once a month,1 none,1 none,10,no,t1,s059,s127,NA,NA,NA,NA,s059,to,t2
s135,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t2,s059,s118,s127,NA,NA,NA,s059,to,t2
s135,1,0.9,Neighbourhood A,12.9,girl,yes,yes,no,3 once a month,1 none,1 none,10,NA,t3,s059,NA,NA,NA,NA,NA,s059,to,t2
s136,4,NA,NA,13.7,boy,yes,yes,NA,2 once or twice a year,1 none,1 none,25,no,t2,s117,s120,s151,NA,NA,NA,s044,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,5 more than once a week,2 tried once,1 none,20,yes,t3,s044,s058,s146,NA,NA,NA,s044,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s044,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,2 once or twice a year,1 none,1 none,25,no,t2,s117,s120,s151,NA,NA,NA,s044,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,5 more than once a week,2 tried once,1 none,20,yes,t3,s044,s058,s146,NA,NA,NA,s044,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s044,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,2 once or twice a year,1 none,1 none,25,no,t2,s117,s120,s151,NA,NA,NA,s058,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,5 more than once a week,2 tried once,1 none,20,yes,t3,s044,s058,s146,NA,NA,NA,s058,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s058,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,2 once or twice a year,1 none,1 none,25,no,t2,s117,s120,s151,NA,NA,NA,s058,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,5 more than once a week,2 tried once,1 none,20,yes,t3,s044,s058,s146,NA,NA,NA,s058,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s058,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,2 once or twice a year,1 none,1 none,25,no,t2,s117,s120,s151,NA,NA,NA,s146,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,5 more than once a week,2 tried once,1 none,20,yes,t3,s044,s058,s146,NA,NA,NA,s146,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s146,from,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,2 once or twice a year,1 none,1 none,25,no,t2,s117,s120,s151,NA,NA,NA,s146,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,5 more than once a week,2 tried once,1 none,20,yes,t3,s044,s058,s146,NA,NA,NA,s146,to,t3
s136,4,NA,NA,13.7,boy,yes,yes,NA,NA,NA,NA,-1,NA,t1,NA,NA,NA,NA,NA,NA,s146,to,t3
s137,4,NA,NA,13.4,boy,no,no,no,2 once or twice a year,1 none,1 none,12.5,no,t1,s098,s002,s049,s122,s140,s141,s098,from,t1
s137,4,NA,NA,13.4,boy,no,no,no,NA,1 none,1 none,8.5,no,t2,s098,s048,s049,s130,s140,s141,s098,from,t1
s137,4,NA,NA,13.4,boy,no,no,no,3 once a month,1 none,1 none,12.5,no,t3,s049,s098,s141,NA,NA,NA,s098,from,t1
s137,4,NA,NA,13.4,boy,no,no,no,2 once or twice a year,1 none,1 none,12.5,no,t1,s098,s002,s049,s122,s140,s141,s098,to,t2
s137,4,NA,NA,13.4,boy,no,no,no,NA,1 none,1 none,8.5,no,t2,s098,s048,s049,s130,s140,s141,s098,to,t2
s137,4,NA,NA,13.4,boy,no,no,no,3 once a month,1 none,1 none,12.5,no,t3,s049,s098,s141,NA,NA,NA,s098,to,t2
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10.5,no,t1,s018,s095,s140,NA,NA,NA,s018,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,15,no,t2,s018,s020,s021,NA,NA,NA,s018,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,25,yes,t3,s018,s091,s108,NA,NA,NA,s018,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10.5,no,t1,s018,s095,s140,NA,NA,NA,s018,to,t3
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,15,no,t2,s018,s020,s021,NA,NA,NA,s018,to,t3
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,25,yes,t3,s018,s091,s108,NA,NA,NA,s018,to,t3
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10.5,no,t1,s018,s095,s140,NA,NA,NA,s095,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,15,no,t2,s018,s020,s021,NA,NA,NA,s095,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,25,yes,t3,s018,s091,s108,NA,NA,NA,s095,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10.5,no,t1,s018,s095,s140,NA,NA,NA,s095,to,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,15,no,t2,s018,s020,s021,NA,NA,NA,s095,to,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,25,yes,t3,s018,s091,s108,NA,NA,NA,s095,to,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10.5,no,t1,s018,s095,s140,NA,NA,NA,s140,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,15,no,t2,s018,s020,s021,NA,NA,NA,s140,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,25,yes,t3,s018,s091,s108,NA,NA,NA,s140,from,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10.5,no,t1,s018,s095,s140,NA,NA,NA,s140,to,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,15,no,t2,s018,s020,s021,NA,NA,NA,s140,to,t1
s138,2,2.26,Neighbourhood B,12.9,boy,yes,yes,no,2 once or twice a year,1 none,1 none,25,yes,t3,s018,s091,s108,NA,NA,NA,s140,to,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s044,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s044,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s044,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s044,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s044,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s044,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s136,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s136,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s136,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s136,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s136,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s136,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s146,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s146,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s146,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s146,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s146,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s146,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s151,from,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s151,from,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s151,from,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s151,to,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s151,to,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s151,to,t1
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s153,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s153,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s153,from,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,4 regular,3 regular,25,yes,t1,s151,s149,NA,NA,NA,NA,s153,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,20,no,t2,s117,NA,NA,NA,NA,NA,s153,to,t3
s144,4,NA,NA,12.9,boy,yes,no,yes,5 more than once a week,3 occasional,3 regular,10.5,yes,t3,s044,s136,s146,s153,NA,NA,s153,to,t3
s145,1,0.9,Neighbourhood A,13.6,girl,no,no,no,2 once or twice a year,1 none,1 none,2,no,t1,s139,s001,s028,s033,s056,NA,s139,from,t1
s145,1,0.9,Neighbourhood A,13.6,girl,no,no,no,NA,NA,NA,-1,NA,t2,NA,NA,NA,NA,NA,NA,s139,from,t1
s145,1,0.9,Neighbourhood A,13.6,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s139,from,t1
s145,1,0.9,Neighbourhood A,13.6,girl,no,no,no,2 once or twice a year,1 none,1 none,2,no,t1,s139,s001,s028,s033,s056,NA,s139,to,t1
s145,1,0.9,Neighbourhood A,13.6,girl,no,no,no,NA,NA,NA,-1,NA,t2,NA,NA,NA,NA,NA,NA,s139,to,t1
s145,1,0.9,Neighbourhood A,13.6,girl,no,no,no,NA,NA,NA,-1,NA,t3,NA,NA,NA,NA,NA,NA,s139,to,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s036,from,t2
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s036,from,t2
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s036,from,t2
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s036,to,t2
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s036,to,t2
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s036,to,t2
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s044,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s044,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s044,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s044,to,t3
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s044,to,t3
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s044,to,t3
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s058,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s058,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s058,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s058,to,t3
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s058,to,t3
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s058,to,t3
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s067,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s067,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s067,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s067,to,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s067,to,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s067,to,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s071,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,4 once a week,2 tried once,1 none,5,no,t2,s036,s044,s058,s077,s129,NA,s071,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,3 once a month,2 tried once,1 none,5,yes,t3,s044,s058,s136,s006,s151,NA,s071,from,t1
s146,1,0.9,Neighbourhood A,12.9,boy,no,no,no,5 more than once a week,1 none,1 none,5,yes,t1,s044,s058,s067,s071,s149,NA,s071,to,t1
